incident_id,vehicle_id,part_id,incident_date,defect_type,defect_source,severity,customer_complaint,status
1458,682,11,2024-02-23,Overheating,Supplier Defect,High,True,Closed
1459,548,14,2024-02-23,Overheating,Assembly Error,High,True,Closed
1460,816,30,2024-02-24,Breakage,Manufacturing Error,High,True,Closed
1461,390,7,2024-02-24,Noise,Assembly Error,Low,False,Closed
1462,339,12,2024-02-24,Overheating,Design Issue,High,True,Closed
1463,454,21,2024-02-24,Overheating,Material Failure,Medium,False,Closed
1464,94,21,2024-02-24,Electrical Failure,Supplier Defect,Low,True,Closed
1465,460,25,2024-02-25,Noise,Supplier Defect,Low,True,Closed
1466,857,16,2024-02-25,Electrical Failure,Manufacturing Error,High,True,Closed
1467,777,27,2024-02-25,Performance Issue,Manufacturing Error,Medium,True,Closed
1468,430,11,2024-02-26,Leakage,Supplier Defect,Medium,False,Closed
1469,201,12,2024-02-26,Leakage,Supplier Defect,Low,False,Closed
1470,122,30,2024-02-26,Noise,Material Failure,High,True,Closed
1471,3,21,2024-02-26,Overheating,Manufacturing Error,Medium,False,Closed
1472,111,9,2024-02-26,Noise,Supplier Defect,Low,False,Under Investigation
1473,498,4,2024-02-26,Noise,Assembly Error,Low,False,Closed
1474,514,27,2024-02-27,Noise,Design Issue,Medium,True,Closed
1475,555,14,2024-02-27,Leakage,Supplier Defect,Low,True,Closed
1476,303,16,2024-02-28,Software Error,Design Issue,Low,False,Closed
1477,682,8,2024-02-28,Breakage,Supplier Defect,High,False,Closed
1478,155,27,2024-02-28,Noise,Material Failure,Low,False,Closed
1479,667,24,2024-02-28,Noise,Customer Misuse,Medium,False,Closed
1480,681,15,2024-02-29,Electrical Failure,Material Failure,Medium,False,Closed
1481,61,16,2024-02-29,Electrical Failure,Design Issue,Medium,True,Closed
1482,217,15,2024-02-29,Software Error,Supplier Defect,Medium,False,Closed
1483,177,27,2024-02-29,Incorrect Installation,Assembly Error,Medium,True,Closed
1484,517,16,2024-02-29,Performance Issue,Manufacturing Error,Medium,True,Closed
1485,726,5,2024-02-29,Breakage,Supplier Defect,Medium,False,Closed
1486,295,29,2024-03-01,Performance Issue,Manufacturing Error,Medium,False,Closed
1487,675,16,2024-03-01,Performance Issue,Supplier Defect,Low,True,Closed
1488,628,15,2024-03-01,Performance Issue,Material Failure,High,False,Closed
1489,745,15,2024-03-01,Electrical Failure,Supplier Defect,High,True,Closed
1490,139,12,2024-03-02,Breakage,Material Failure,High,True,Closed
1491,542,22,2024-03-02,Performance Issue,Material Failure,Low,False,Closed
1492,480,23,2024-03-02,Performance Issue,Material Failure,Medium,False,Closed
1493,217,24,2024-03-02,Breakage,Manufacturing Error,Critical,True,Closed
1494,151,18,2024-03-02,Electrical Failure,Supplier Defect,Medium,True,Closed
1495,599,15,2024-03-02,Electrical Failure,Supplier Defect,High,True,Closed
1496,516,16,2024-03-02,Electrical Failure,Material Failure,Low,False,Closed
1497,618,15,2024-03-02,Software Error,Unknown,Medium,True,Closed
1498,521,15,2024-03-02,Performance Issue,Supplier Defect,Medium,False,Closed
1499,806,15,2024-03-02,Software Error,Supplier Defect,Low,False,Closed
1500,598,16,2024-03-03,Performance Issue,Supplier Defect,High,True,Closed
1501,528,26,2024-03-04,Noise,Design Issue,Low,True,Closed
1502,318,28,2024-03-04,Performance Issue,Design Issue,Low,True,Closed
1503,700,5,2024-03-04,Performance Issue,Supplier Defect,Low,False,Closed
1504,622,16,2024-03-04,Electrical Failure,Unknown,Critical,True,Closed
1505,836,15,2024-03-04,Electrical Failure,Material Failure,High,True,Closed
1506,845,15,2024-03-04,Software Error,Supplier Defect,Low,False,Closed
1507,763,16,2024-03-04,Electrical Failure,Supplier Defect,Low,False,Closed
1508,473,8,2024-03-05,Performance Issue,Manufacturing Error,Medium,True,Closed
1509,196,26,2024-03-05,Incorrect Installation,Assembly Error,High,True,Closed
1510,850,17,2024-03-05,Electrical Failure,Supplier Defect,High,True,Open
1511,642,24,2024-03-05,Noise,Manufacturing Error,High,True,Closed
1512,419,7,2024-03-05,Noise,Material Failure,Medium,False,Closed
1513,514,16,2024-03-05,Software Error,Unknown,Low,False,Closed
1514,661,15,2024-03-05,Electrical Failure,Supplier Defect,Critical,True,Closed
1515,793,15,2024-03-05,Electrical Failure,Material Failure,High,False,Closed
1516,529,15,2024-03-05,Electrical Failure,Supplier Defect,High,False,Closed
1517,692,16,2024-03-05,Performance Issue,Supplier Defect,High,True,Closed
1518,627,26,2024-03-06,Performance Issue,Supplier Defect,Medium,False,Closed
1519,861,26,2024-03-06,Noise,Design Issue,Medium,False,Closed
1520,506,6,2024-03-06,Breakage,Supplier Defect,High,True,Closed
1521,305,27,2024-03-06,Noise,Supplier Defect,Low,False,Closed
1522,596,10,2024-03-06,Leakage,Unknown,High,True,Closed
1523,857,30,2024-03-06,Incorrect Installation,Assembly Error,Medium,True,Closed
1524,722,15,2024-03-06,Electrical Failure,Supplier Defect,Critical,True,Closed
1525,807,16,2024-03-06,Electrical Failure,Supplier Defect,Medium,False,Closed
1526,681,17,2024-03-06,Performance Issue,Supplier Defect,High,False,Closed
1527,615,16,2024-03-06,Performance Issue,Supplier Defect,Medium,False,Closed
1528,722,7,2024-03-07,Noise,Manufacturing Error,Low,False,Closed
1529,419,7,2024-03-07,Leakage,Material Failure,Medium,True,Closed
1530,382,8,2024-03-07,Noise,Assembly Error,High,True,Closed
1531,769,17,2024-03-07,Electrical Failure,Supplier Defect,High,True,Under Investigation
1532,714,15,2024-03-07,Software Error,Supplier Defect,Low,False,Closed
1533,148,18,2024-03-08,Electrical Failure,Assembly Error,Medium,True,Closed
1534,406,12,2024-03-08,Overheating,Supplier Defect,Medium,True,Closed
1535,86,27,2024-03-08,Noise,Material Failure,Medium,False,Closed
1536,190,16,2024-03-08,Electrical Failure,Supplier Defect,High,False,Closed
1537,886,7,2024-03-08,Incorrect Installation,Assembly Error,Medium,True,Closed
1538,726,16,2024-03-08,Electrical Failure,Supplier Defect,Critical,True,Closed
1539,570,15,2024-03-08,Software Error,Supplier Defect,Low,False,Closed
1540,45,30,2024-03-09,Breakage,Supplier Defect,Low,False,Closed
1541,584,17,2024-03-09,Electrical Failure,Material Failure,High,False,Closed
1542,706,16,2024-03-09,Performance Issue,Supplier Defect,Low,False,Closed
1543,761,24,2024-03-10,Incorrect Installation,Assembly Error,Medium,True,Closed
1544,195,1,2024-03-10,Leakage,Design Issue,Medium,False,Closed
1545,853,16,2024-03-10,Electrical Failure,Material Failure,Low,True,Closed
1546,176,7,2024-03-10,Performance Issue,Supplier Defect,Medium,False,Closed
1547,805,15,2024-03-10,Performance Issue,Supplier Defect,Low,True,Closed
1548,2,15,2024-03-11,Electrical Failure,Design Issue,High,True,Open
1549,489,10,2024-03-11,Noise,Material Failure,Low,False,Closed
1550,175,6,2024-03-11,Incorrect Installation,Assembly Error,Low,False,Closed
1551,189,24,2024-03-11,Leakage,Manufacturing Error,High,True,Closed
1552,454,1,2024-03-11,Performance Issue,Manufacturing Error,High,True,Closed
1553,28,29,2024-03-11,Incorrect Installation,Assembly Error,Low,False,Closed
1554,55,3,2024-03-11,Performance Issue,Design Issue,High,False,Closed
1555,819,15,2024-03-11,Performance Issue,Supplier Defect,Low,False,Closed
1556,552,7,2024-03-12,Noise,Supplier Defect,Low,False,Closed
1557,623,9,2024-03-12,Breakage,Manufacturing Error,Medium,False,Closed
1558,566,9,2024-03-12,Incorrect Installation,Assembly Error,High,True,Closed
1559,690,16,2024-03-12,Electrical Failure,Supplier Defect,Medium,True,Closed
1560,850,17,2024-03-12,Electrical Failure,Material Failure,Critical,True,Closed
1561,711,16,2024-03-12,Electrical Failure,Supplier Defect,Critical,True,Closed
1562,881,15,2024-03-12,Electrical Failure,Supplier Defect,High,True,Closed
1563,544,15,2024-03-12,Performance Issue,Supplier Defect,Medium,True,Closed
1564,656,30,2024-03-13,Breakage,Assembly Error,High,True,Closed
1565,868,8,2024-03-13,Noise,Supplier Defect,High,True,Closed
1566,601,16,2024-03-13,Software Error,Material Failure,High,True,Closed
1567,533,27,2024-03-13,Electrical Failure,Design Issue,Medium,True,Closed
1568,826,16,2024-03-13,Electrical Failure,Unknown,High,False,Closed
1569,127,12,2024-03-14,Leakage,Supplier Defect,Medium,False,Closed
1570,64,27,2024-03-14,Incorrect Installation,Assembly Error,Medium,False,Closed
1571,286,1,2024-03-14,Overheating,Manufacturing Error,Low,True,Closed
1572,701,13,2024-03-14,Noise,Supplier Defect,Low,False,Closed
1573,844,15,2024-03-14,Software Error,Supplier Defect,Medium,True,Closed
1574,831,16,2024-03-14,Electrical Failure,Supplier Defect,Medium,True,Closed
1575,848,16,2024-03-14,Performance Issue,Supplier Defect,Low,True,Closed
1576,644,27,2024-03-15,Leakage,Customer Misuse,High,False,Closed
1577,262,15,2024-03-15,Software Error,Material Failure,Medium,False,Closed
1578,689,14,2024-03-15,Leakage,Material Failure,Medium,True,Closed
1579,447,13,2024-03-15,Leakage,Assembly Error,Medium,False,Closed
1580,887,21,2024-03-15,Electrical Failure,Supplier Defect,Medium,True,Closed
1581,706,16,2024-03-15,Software Error,Supplier Defect,High,True,Closed
1582,800,15,2024-03-15,Performance Issue,Supplier Defect,Medium,True,Closed
1583,482,24,2024-03-16,Performance Issue,Supplier Defect,Medium,True,Closed
1584,775,23,2024-03-16,Noise,Assembly Error,Medium,False,Closed
1585,618,23,2024-03-16,Breakage,Unknown,Critical,True,Closed
1586,612,5,2024-03-16,Noise,Customer Misuse,Medium,True,Closed
1587,803,16,2024-03-16,Electrical Failure,Supplier Defect,High,False,Closed
1588,701,17,2024-03-16,Performance Issue,Unknown,High,True,Closed
1589,481,18,2024-03-17,Software Error,Supplier Defect,Low,False,Closed
1590,72,5,2024-03-17,Performance Issue,Assembly Error,Medium,False,Closed
1591,387,7,2024-03-17,Performance Issue,Material Failure,Low,False,Closed
1592,551,28,2024-03-17,Performance Issue,Supplier Defect,Medium,False,Closed
1593,861,16,2024-03-17,Electrical Failure,Unknown,High,False,Closed
1594,677,17,2024-03-17,Electrical Failure,Unknown,Medium,False,Closed
1595,580,15,2024-03-17,Electrical Failure,Unknown,Medium,False,Closed
1596,530,2,2024-03-18,Leakage,Supplier Defect,Critical,True,Closed
1597,606,16,2024-03-18,Electrical Failure,Supplier Defect,High,True,Closed
1598,813,15,2024-03-18,Electrical Failure,Supplier Defect,Medium,False,Closed
1599,760,17,2024-03-18,Software Error,Supplier Defect,High,False,Closed
1600,73,22,2024-03-19,Noise,Material Failure,Low,False,Closed
1601,591,16,2024-03-19,Performance Issue,Supplier Defect,Low,True,Closed
1602,247,8,2024-03-19,Leakage,Design Issue,High,True,Open
1603,490,22,2024-03-19,Performance Issue,Assembly Error,Medium,False,Closed
1604,836,17,2024-03-19,Electrical Failure,Supplier Defect,Critical,True,Closed
1605,849,5,2024-03-20,Noise,Manufacturing Error,Low,False,Closed
1606,340,15,2024-03-20,Electrical Failure,Supplier Defect,Medium,False,Closed
1607,376,30,2024-03-20,Noise,Supplier Defect,Medium,False,Closed
1608,630,16,2024-03-20,Software Error,Material Failure,Medium,False,Closed
1609,766,15,2024-03-20,Electrical Failure,Supplier Defect,High,True,Closed
1610,606,8,2024-03-21,Leakage,Material Failure,High,True,Closed
1611,667,14,2024-03-21,Leakage,Manufacturing Error,Low,False,Closed
1612,613,22,2024-03-21,Breakage,Material Failure,High,True,Closed
1613,652,2,2024-03-21,Leakage,Manufacturing Error,Medium,True,Open
1614,70,27,2024-03-21,Noise,Assembly Error,Low,False,Closed
1615,369,14,2024-03-21,Overheating,Supplier Defect,Low,False,Closed
1616,823,15,2024-03-21,Electrical Failure,Supplier Defect,Low,False,Closed
1617,799,30,2024-03-22,Incorrect Installation,Assembly Error,High,True,Closed
1618,128,11,2024-03-22,Incorrect Installation,Assembly Error,High,True,Closed
1619,812,24,2024-03-22,Breakage,Customer Misuse,Critical,True,Closed
1620,565,17,2024-03-22,Electrical Failure,Supplier Defect,Critical,True,Closed
1621,558,6,2024-03-23,Leakage,Material Failure,Low,False,Closed
1622,104,16,2024-03-23,Electrical Failure,Design Issue,High,False,Closed
1623,533,21,2024-03-23,Electrical Failure,Unknown,High,True,Closed
1624,591,15,2024-03-23,Electrical Failure,Supplier Defect,High,True,Closed
1625,607,16,2024-03-23,Software Error,Supplier Defect,High,True,Closed
1626,637,10,2024-03-24,Noise,Design Issue,Low,False,Closed
1627,234,7,2024-03-24,Performance Issue,Supplier Defect,High,True,Closed
1628,489,8,2024-03-24,Leakage,Manufacturing Error,Medium,False,Closed
1629,872,15,2024-03-24,Software Error,Material Failure,Medium,False,Closed
1630,543,15,2024-03-24,Electrical Failure,Supplier Defect,High,False,Closed
1631,840,16,2024-03-24,Performance Issue,Unknown,Low,False,Closed
1632,66,8,2024-03-25,Performance Issue,Supplier Defect,High,False,Closed
1633,357,7,2024-03-25,Breakage,Design Issue,High,True,Closed
1634,395,20,2024-03-25,Electrical Failure,Supplier Defect,High,True,Closed
1635,720,15,2024-03-25,Performance Issue,Supplier Defect,Low,False,Closed
1636,788,15,2024-03-25,Performance Issue,Supplier Defect,Low,False,Closed
1637,174,28,2024-03-26,Performance Issue,Supplier Defect,Low,False,Closed
1638,3,19,2024-03-26,Electrical Failure,Supplier Defect,Medium,True,Closed
1639,810,16,2024-03-26,Electrical Failure,Supplier Defect,Medium,True,Closed
1640,704,15,2024-03-26,Electrical Failure,Supplier Defect,High,True,Closed
1641,581,15,2024-03-26,Electrical Failure,Supplier Defect,High,True,Under Investigation
1642,10,5,2024-03-27,Leakage,Supplier Defect,High,False,Closed
1643,522,7,2024-03-27,Noise,Supplier Defect,Medium,True,Closed
1644,547,16,2024-03-27,Performance Issue,Supplier Defect,Low,False,Closed
1645,689,15,2024-03-27,Software Error,Supplier Defect,Medium,True,Closed
1646,882,15,2024-03-27,Electrical Failure,Supplier Defect,Medium,True,Closed
1647,524,28,2024-03-28,Leakage,Supplier Defect,Medium,False,Closed
1648,872,22,2024-03-28,Performance Issue,Material Failure,Medium,False,Closed
1649,842,7,2024-03-28,Performance Issue,Manufacturing Error,Medium,False,Closed
1650,891,11,2024-03-28,Leakage,Unknown,High,True,Under Investigation
1651,724,15,2024-03-28,Electrical Failure,Supplier Defect,Medium,False,Closed
1652,754,15,2024-03-28,Electrical Failure,Supplier Defect,Low,False,Closed
1653,889,17,2024-03-28,Software Error,Supplier Defect,High,False,Closed
1654,704,17,2024-03-28,Performance Issue,Supplier Defect,Medium,False,Closed
1655,209,30,2024-03-29,Noise,Design Issue,Medium,False,Closed
1656,786,15,2024-03-29,Software Error,Supplier Defect,Medium,False,Closed
1657,233,8,2024-03-29,Noise,Supplier Defect,Low,True,Closed
1658,292,19,2024-03-29,Electrical Failure,Supplier Defect,Low,False,Closed
1659,91,9,2024-03-29,Incorrect Installation,Assembly Error,Low,False,Closed
1660,444,29,2024-03-29,Noise,Manufacturing Error,Low,False,Closed
1661,804,17,2024-03-29,Software Error,Supplier Defect,Medium,True,Closed
1662,626,15,2024-03-29,Electrical Failure,Supplier Defect,Medium,False,Closed
1663,586,16,2024-03-29,Software Error,Supplier Defect,High,True,Open
1664,606,7,2024-03-30,Leakage,Supplier Defect,High,False,Closed
1665,190,21,2024-03-30,Electrical Failure,Design Issue,High,True,Closed
1666,580,17,2024-03-30,Electrical Failure,Supplier Defect,Medium,False,Closed
1667,637,17,2024-03-30,Performance Issue,Supplier Defect,Low,False,Closed
1668,866,15,2024-03-30,Electrical Failure,Supplier Defect,Low,False,Closed
1669,205,19,2024-03-31,Electrical Failure,Material Failure,High,True,Closed
1670,174,21,2024-03-31,Performance Issue,Supplier Defect,Low,False,Closed
1671,204,30,2024-03-31,Breakage,Customer Misuse,Medium,False,Closed
1672,655,16,2024-03-31,Software Error,Supplier Defect,Medium,False,Closed
1673,680,16,2024-03-31,Electrical Failure,Supplier Defect,Critical,True,Closed
1674,631,17,2024-03-31,Performance Issue,Unknown,High,True,Closed
1675,260,22,2024-04-01,Incorrect Installation,Assembly Error,Medium,False,Closed
1676,577,15,2024-04-01,Electrical Failure,Supplier Defect,High,False,Closed
1677,854,16,2024-04-01,Electrical Failure,Supplier Defect,High,True,Open
1678,195,22,2024-04-02,Leakage,Material Failure,Medium,False,Closed
1679,1362,28,2024-04-02,Performance Issue,Manufacturing Error,High,True,Closed
1680,468,12,2024-04-02,Overheating,Supplier Defect,Medium,False,Under Investigation
1681,675,15,2024-04-02,Electrical Failure,Supplier Defect,Medium,True,Closed
1682,729,15,2024-04-02,Electrical Failure,Supplier Defect,High,True,Closed
1683,869,27,2024-04-03,Noise,Material Failure,Medium,False,Closed
1684,1216,20,2024-04-03,Electrical Failure,Supplier Defect,Medium,True,Closed
1685,376,27,2024-04-03,Leakage,Supplier Defect,Medium,False,Closed
1686,323,8,2024-04-03,Breakage,Material Failure,High,True,Closed
1687,1360,5,2024-04-03,Leakage,Supplier Defect,Medium,False,Closed
1688,810,16,2024-04-03,Electrical Failure,Supplier Defect,Medium,True,Closed
1689,874,15,2024-04-03,Software Error,Supplier Defect,Medium,True,Closed
1690,531,15,2024-04-03,Software Error,Unknown,Low,False,Closed
1691,750,15,2024-04-03,Electrical Failure,Supplier Defect,Medium,False,Closed
1692,1145,22,2024-04-04,Breakage,Manufacturing Error,High,False,Closed
1693,1145,18,2024-04-04,Electrical Failure,Material Failure,Medium,False,Closed
1694,1421,9,2024-04-04,Performance Issue,Material Failure,Low,False,Closed
1695,1024,5,2024-04-04,Performance Issue,Supplier Defect,High,True,Closed
1696,621,16,2024-04-04,Software Error,Supplier Defect,High,True,Closed
1697,584,15,2024-04-04,Software Error,Supplier Defect,High,False,Closed
1698,821,16,2024-04-04,Software Error,Supplier Defect,Medium,True,Closed
1699,783,15,2024-04-04,Electrical Failure,Supplier Defect,Medium,True,Closed
1700,724,17,2024-04-04,Performance Issue,Supplier Defect,Low,False,Closed
1701,873,22,2024-04-05,Breakage,Design Issue,High,True,Closed
1702,1290,1,2024-04-05,Leakage,Manufacturing Error,Medium,False,Closed
1703,92,24,2024-04-05,Leakage,Customer Misuse,Medium,True,Closed
1704,1289,7,2024-04-05,Leakage,Design Issue,High,False,Closed
1705,639,10,2024-04-05,Breakage,Assembly Error,Critical,True,Closed
1706,123,9,2024-04-05,Incorrect Installation,Assembly Error,Medium,True,Closed
1707,983,18,2024-04-05,Electrical Failure,Material Failure,Medium,True,Closed
1708,565,16,2024-04-05,Performance Issue,Supplier Defect,Low,False,Closed
1709,589,16,2024-04-05,Performance Issue,Supplier Defect,Medium,False,Closed
1710,652,16,2024-04-05,Software Error,Supplier Defect,Medium,True,Closed
1711,790,15,2024-04-05,Software Error,Supplier Defect,Medium,False,Closed
1712,245,22,2024-04-06,Leakage,Material Failure,Low,False,Closed
1713,1107,17,2024-04-06,Electrical Failure,Assembly Error,Critical,True,Closed
1714,771,17,2024-04-06,Software Error,Supplier Defect,Low,False,Closed
1715,451,27,2024-04-07,Performance Issue,Supplier Defect,Medium,True,Closed
1716,254,6,2024-04-07,Performance Issue,Assembly Error,Medium,True,Closed
1717,648,4,2024-04-07,Leakage,Manufacturing Error,Medium,False,Closed
1718,1413,22,2024-04-07,Breakage,Design Issue,Low,False,Closed
1719,1047,21,2024-04-07,Overheating,Supplier Defect,High,True,Closed
1720,289,23,2024-04-07,Leakage,Design Issue,Low,False,Closed
1721,591,13,2024-04-07,Incorrect Installation,Assembly Error,High,True,Closed
1722,186,8,2024-04-07,Noise,Manufacturing Error,High,True,Closed
1723,948,7,2024-04-07,Performance Issue,Material Failure,High,True,Closed
1724,1359,8,2024-04-07,Leakage,Manufacturing Error,Medium,True,Closed
1725,586,17,2024-04-07,Performance Issue,Supplier Defect,High,True,Closed
1726,762,16,2024-04-07,Software Error,Supplier Defect,Low,False,Closed
1727,720,15,2024-04-07,Electrical Failure,Supplier Defect,Medium,True,Closed
1728,880,15,2024-04-07,Software Error,Supplier Defect,Medium,False,Closed
1729,109,13,2024-04-08,Leakage,Supplier Defect,Medium,False,Closed
1730,539,8,2024-04-08,Performance Issue,Supplier Defect,Low,True,Closed
1731,746,20,2024-04-08,Electrical Failure,Supplier Defect,Low,True,Closed
1732,975,10,2024-04-08,Performance Issue,Assembly Error,Low,False,Closed
1733,132,18,2024-04-08,Electrical Failure,Material Failure,Medium,True,Closed
1734,1054,8,2024-04-08,Performance Issue,Unknown,Medium,False,Closed
1735,462,7,2024-04-08,Performance Issue,Assembly Error,High,False,Closed
1736,728,16,2024-04-08,Software Error,Supplier Defect,Critical,True,Closed
1737,879,24,2024-04-09,Breakage,Supplier Defect,Critical,True,Closed
1738,388,5,2024-04-09,Performance Issue,Manufacturing Error,Low,False,Closed
1739,1157,1,2024-04-09,Performance Issue,Supplier Defect,Medium,False,Closed
1740,520,16,2024-04-09,Electrical Failure,Supplier Defect,High,True,Closed
1741,766,16,2024-04-09,Electrical Failure,Supplier Defect,Medium,False,Closed
1742,870,14,2024-04-10,Overheating,Assembly Error,Medium,False,Closed
1743,351,9,2024-04-10,Leakage,Manufacturing Error,High,True,Closed
1744,543,24,2024-04-11,Performance Issue,Supplier Defect,High,False,Closed
1745,632,29,2024-04-11,Leakage,Material Failure,Low,False,Closed
1746,990,8,2024-04-11,Breakage,Manufacturing Error,High,False,Closed
1747,818,17,2024-04-11,Software Error,Supplier Defect,Low,True,Closed
1748,724,17,2024-04-11,Performance Issue,Supplier Defect,Low,False,Closed
1749,175,1,2024-04-12,Performance Issue,Manufacturing Error,Medium,False,Under Investigation
1750,433,8,2024-04-12,Performance Issue,Material Failure,High,True,Closed
1751,402,4,2024-04-12,Leakage,Customer Misuse,Low,False,Closed
1752,1441,7,2024-04-13,Incorrect Installation,Assembly Error,High,True,Closed
1753,352,7,2024-04-13,Noise,Material Failure,Low,False,Closed
1754,628,7,2024-04-13,Breakage,Manufacturing Error,Low,True,Closed
1755,1053,11,2024-04-13,Leakage,Manufacturing Error,Medium,False,Closed
1756,819,16,2024-04-13,Performance Issue,Manufacturing Error,Medium,True,Closed
1757,1271,7,2024-04-13,Noise,Supplier Defect,Medium,False,Closed
1758,545,17,2024-04-13,Electrical Failure,Supplier Defect,Medium,False,Closed
1759,659,17,2024-04-13,Electrical Failure,Supplier Defect,High,True,Closed
1760,899,13,2024-04-14,Overheating,Manufacturing Error,High,False,Closed
1761,568,9,2024-04-14,Performance Issue,Assembly Error,Low,False,Closed
1762,160,28,2024-04-14,Incorrect Installation,Assembly Error,Medium,False,Closed
1763,1163,24,2024-04-14,Noise,Design Issue,Low,False,Closed
1764,1394,18,2024-04-14,Performance Issue,Material Failure,Medium,False,Closed
1765,806,15,2024-04-14,Software Error,Supplier Defect,Medium,True,Closed
1766,794,17,2024-04-14,Electrical Failure,Supplier Defect,Low,False,Closed
1767,728,25,2024-04-15,Leakage,Unknown,Critical,True,Closed
1768,159,18,2024-04-15,Electrical Failure,Customer Misuse,Medium,False,Closed
1769,561,16,2024-04-15,Software Error,Supplier Defect,Medium,True,Closed
1770,835,15,2024-04-15,Software Error,Supplier Defect,Medium,True,Closed
1771,209,28,2024-04-16,Noise,Assembly Error,Low,False,Closed
1772,422,27,2024-04-16,Electrical Failure,Supplier Defect,Medium,False,Closed
1773,971,16,2024-04-16,Performance Issue,Design Issue,Medium,False,Closed
1774,577,17,2024-04-16,Software Error,Supplier Defect,Low,True,Closed
1775,533,17,2024-04-16,Software Error,Supplier Defect,Low,False,Closed
1776,769,16,2024-04-16,Electrical Failure,Supplier Defect,Medium,False,Closed
1777,927,14,2024-04-17,Noise,Supplier Defect,Low,False,Closed
1778,1276,1,2024-04-17,Noise,Manufacturing Error,Low,True,Closed
1779,1091,24,2024-04-17,Breakage,Material Failure,Medium,False,Closed
1780,648,27,2024-04-18,Performance Issue,Material Failure,Medium,True,Closed
1781,158,8,2024-04-18,Breakage,Design Issue,Medium,True,Closed
1782,680,7,2024-04-18,Breakage,Supplier Defect,High,False,Closed
1783,662,16,2024-04-18,Electrical Failure,Supplier Defect,Low,False,Closed
1784,612,16,2024-04-18,Performance Issue,Supplier Defect,Medium,True,Closed
1785,1267,10,2024-04-19,Performance Issue,Customer Misuse,Low,False,Closed
1786,1170,15,2024-04-19,Software Error,Material Failure,Medium,True,Closed
1787,487,18,2024-04-19,Software Error,Design Issue,High,True,Closed
1788,1162,7,2024-04-19,Performance Issue,Supplier Defect,Medium,True,Closed
1789,515,16,2024-04-19,Software Error,Supplier Defect,Medium,True,Closed
1790,621,16,2024-04-19,Electrical Failure,Supplier Defect,High,True,Closed
1791,567,16,2024-04-19,Electrical Failure,Supplier Defect,Medium,True,Closed
1792,516,15,2024-04-19,Software Error,Supplier Defect,High,True,Closed
1793,486,7,2024-04-20,Performance Issue,Material Failure,Medium,False,Closed
1794,541,16,2024-04-20,Electrical Failure,Supplier Defect,Critical,True,Closed
1795,756,15,2024-04-20,Electrical Failure,Supplier Defect,Critical,True,Closed
1796,656,17,2024-04-20,Performance Issue,Unknown,Medium,True,Closed
1797,1275,18,2024-04-21,Electrical Failure,Manufacturing Error,Medium,False,Closed
1798,273,22,2024-04-21,Noise,Customer Misuse,Low,False,Closed
1799,843,16,2024-04-21,Electrical Failure,Supplier Defect,Critical,True,Closed
1800,354,12,2024-04-22,Overheating,Manufacturing Error,Low,False,Closed
1801,761,14,2024-04-22,Leakage,Customer Misuse,Medium,False,Closed
1802,885,9,2024-04-22,Leakage,Assembly Error,Critical,True,Closed
1803,288,30,2024-04-22,Breakage,Assembly Error,Medium,False,Closed
1804,1064,17,2024-04-22,Software Error,Material Failure,Low,False,Closed
1805,658,15,2024-04-22,Electrical Failure,Supplier Defect,Medium,False,Closed
1806,536,15,2024-04-22,Electrical Failure,Supplier Defect,Medium,True,Closed
1807,636,15,2024-04-22,Electrical Failure,Supplier Defect,High,True,Closed
1808,577,15,2024-04-22,Electrical Failure,Supplier Defect,Low,False,Closed
1809,600,16,2024-04-22,Electrical Failure,Supplier Defect,Medium,False,Closed
1810,474,23,2024-04-23,Breakage,Material Failure,Critical,True,Closed
1811,636,7,2024-04-23,Breakage,Assembly Error,High,True,Closed
1812,635,11,2024-04-23,Overheating,Unknown,High,True,Closed
1813,213,16,2024-04-23,Electrical Failure,Supplier Defect,Critical,True,Closed
1814,1288,13,2024-04-23,Leakage,Manufacturing Error,Medium,False,Closed
1815,1422,23,2024-04-23,Incorrect Installation,Assembly Error,Low,False,Closed
1816,278,1,2024-04-23,Noise,Manufacturing Error,High,False,Closed
1817,702,16,2024-04-23,Performance Issue,Supplier Defect,Low,True,Closed
1818,603,8,2024-04-24,Noise,Manufacturing Error,Medium,False,Closed
1819,354,27,2024-04-24,Noise,Supplier Defect,Low,True,Closed
1820,703,18,2024-04-24,Software Error,Supplier Defect,Medium,False,Closed
1821,76,7,2024-04-24,Performance Issue,Design Issue,High,True,Closed
1822,1090,5,2024-04-24,Performance Issue,Customer Misuse,Medium,True,Closed
1823,631,16,2024-04-24,Electrical Failure,Design Issue,High,False,Closed
1824,1136,7,2024-04-24,Noise,Supplier Defect,Low,False,Under Investigation
1825,606,16,2024-04-24,Electrical Failure,Supplier Defect,Medium,False,Closed
1826,384,11,2024-04-25,Leakage,Supplier Defect,Low,False,Closed
1827,880,9,2024-04-25,Noise,Supplier Defect,Low,False,Closed
1828,783,11,2024-04-25,Overheating,Material Failure,High,False,Closed
1829,359,25,2024-04-25,Performance Issue,Design Issue,Medium,True,Closed
1830,758,9,2024-04-25,Leakage,Supplier Defect,Low,False,Closed
1831,612,15,2024-04-25,Performance Issue,Supplier Defect,Low,False,Closed
1832,65,8,2024-04-26,Leakage,Supplier Defect,High,False,Closed
1833,478,14,2024-04-26,Noise,Customer Misuse,High,True,Closed
1834,1190,19,2024-04-26,Electrical Failure,Supplier Defect,Medium,False,Closed
