vehicle_id,model,production_year,production_line,factory,fuel_type
477,Electric Crossover,2022,F1-L2,Factory 1,Electric
478,Pickup Truck,2022,F3-L2,Factory 3,Diesel
479,Compact Sedan,2022,F2-L2,Factory 2,Hybrid
480,City Hatchback,2022,F1-L1,Factory 1,Petrol
481,Compact SUV,2022,F2-L2,Factory 2,Hybrid
482,City Hatchback,2022,F1-L1,Factory 1,Petrol
483,Family SUV,2022,F3-L2,Factory 3,Hybrid
484,Pickup Truck,2022,F3-L2,Factory 3,Diesel
485,Pickup Truck,2022,F3-L2,Factory 3,Diesel
486,Compact SUV,2022,F2-L2,Factory 2,Diesel
487,Compact SUV,2022,F2-L2,Factory 2,Diesel
488,Compact SUV,2022,F2-L2,Factory 2,Petrol
489,Compact SUV,2022,F3-L1,Factory 3,Petrol
490,Compact SUV,2022,F2-L2,Factory 2,Diesel
491,City Hatchback,2022,F1-L2,Factory 1,Petrol
492,Family SUV,2022,F3-L1,Factory 3,Diesel
493,Electric Crossover,2022,F1-L2,Factory 1,Electric
494,Compact SUV,2022,F2-L2,Factory 2,Diesel
495,Family SUV,2022,F3-L2,Factory 3,Diesel
496,Compact Sedan,2022,F2-L1,Factory 2,Petrol
497,City Hatchback,2022,F1-L2,Factory 1,Petrol
498,City Hatchback,2022,F1-L2,Factory 1,Petrol
499,City Hatchback,2022,F1-L1,Factory 1,Petrol
500,City Hatchback,2022,F1-L2,Factory 1,Hybrid
501,Electric Crossover,2022,F1-L2,Factory 1,Electric
502,Compact Sedan,2022,F2-L1,Factory 2,Petrol
503,Electric Crossover,2022,F1-L2,Factory 1,Electric
504,Compact Sedan,2022,F2-L2,Factory 2,Diesel
505,Family SUV,2022,F3-L2,Factory 3,Petrol
506,City Hatchback,2022,F1-L1,Factory 1,Petrol
507,City Hatchback,2022,F1-L1,Factory 1,Petrol
508,Compact SUV,2022,F2-L2,Factory 2,Diesel
509,Pickup Truck,2022,F3-L2,Factory 3,Diesel
510,City Hatchback,2022,F1-L2,Factory 1,Diesel
511,City Hatchback,2022,F1-L2,Factory 1,Petrol
512,Compact SUV,2022,F2-L2,Factory 2,Hybrid
513,Compact SUV,2023,F2-L2,Factory 2,Hybrid
514,Compact SUV,2023,F3-L1,Factory 3,Petrol
515,City Hatchback,2023,F1-L1,Factory 1,Hybrid
516,City Hatchback,2023,F1-L1,Factory 1,Diesel
517,Compact Sedan,2023,F2-L2,Factory 2,Diesel
518,Compact SUV,2023,F2-L2,Factory 2,Hybrid
519,Electric Crossover,2023,F1-L2,Factory 1,Electric
520,Compact SUV,2023,F3-L1,Factory 3,Petrol
521,Family SUV,2023,F3-L2,Factory 3,Diesel
522,Pickup Truck,2023,F3-L2,Factory 3,Diesel
523,City Hatchback,2023,F1-L1,Factory 1,Petrol
524,Family SUV,2023,F3-L2,Factory 3,Diesel
525,Pickup Truck,2023,F3-L2,Factory 3,Diesel
526,City Hatchback,2023,F1-L1,Factory 1,Petrol
527,Pickup Truck,2023,F3-L2,Factory 3,Diesel
528,Pickup Truck,2023,F3-L2,Factory 3,Diesel
529,City Hatchback,2023,F1-L2,Factory 1,Petrol
530,City Hatchback,2023,F1-L2,Factory 1,Petrol
531,City Hatchback,2023,F1-L1,Factory 1,Hybrid
532,Compact SUV,2023,F2-L2,Factory 2,Diesel
533,City Hatchback,2023,F1-L2,Factory 1,Petrol
534,City Hatchback,2023,F1-L2,Factory 1,Petrol
535,Compact SUV,2023,F3-L1,Factory 3,Diesel
536,Compact SUV,2023,F3-L1,Factory 3,Petrol
537,Compact SUV,2023,F2-L2,Factory 2,Hybrid
538,City Hatchback,2023,F1-L1,Factory 1,Petrol
539,Compact Sedan,2023,F2-L2,Factory 2,Petrol
540,City Hatchback,2023,F1-L2,Factory 1,Hybrid
541,City Hatchback,2023,F1-L2,Factory 1,Diesel
542,Pickup Truck,2023,F3-L2,Factory 3,Diesel
543,Compact Sedan,2023,F2-L1,Factory 2,Diesel
544,Compact Sedan,2023,F2-L2,Factory 2,Petrol
545,Compact Sedan,2023,F2-L1,Factory 2,Petrol
546,Compact Sedan,2023,F2-L2,Factory 2,Petrol
547,Family SUV,2023,F3-L1,Factory 3,Diesel
548,Electric Crossover,2023,F1-L2,Factory 1,Electric
549,Compact SUV,2023,F3-L1,Factory 3,Diesel
550,City Hatchback,2023,F1-L2,Factory 1,Petrol
551,Compact Sedan,2023,F2-L1,Factory 2,Petrol
552,Compact SUV,2023,F3-L1,Factory 3,Diesel
553,Compact Sedan,2023,F2-L1,Factory 2,Petrol
554,Compact SUV,2023,F2-L2,Factory 2,Diesel
555,City Hatchback,2023,F1-L2,Factory 1,Petrol
556,City Hatchback,2023,F1-L1,Factory 1,Petrol
557,Family SUV,2023,F3-L1,Factory 3,Diesel
558,Family SUV,2023,F3-L1,Factory 3,Diesel
559,Compact SUV,2023,F2-L2,Factory 2,Hybrid
560,Family SUV,2023,F3-L1,Factory 3,Petrol
561,City Hatchback,2023,F1-L1,Factory 1,Petrol
562,Electric Crossover,2023,F1-L2,Factory 1,Electric
563,Family SUV,2023,F3-L2,Factory 3,Diesel
564,Electric Crossover,2023,F1-L2,Factory 1,Electric
565,City Hatchback,2023,F1-L2,Factory 1,Petrol
566,City Hatchback,2023,F1-L1,Factory 1,Petrol
567,Family SUV,2023,F3-L2,Factory 3,Petrol
568,Compact Sedan,2023,F2-L1,Factory 2,Diesel
569,City Hatchback,2023,F1-L1,Factory 1,Petrol
570,City Hatchback,2023,F1-L2,Factory 1,Petrol
571,Pickup Truck,2023,F3-L2,Factory 3,Diesel
572,Electric Crossover,2023,F1-L2,Factory 1,Electric
573,City Hatchback,2023,F1-L1,Factory 1,Diesel
574,Family SUV,2023,F3-L1,Factory 3,Diesel
575,Compact SUV,2023,F2-L2,Factory 2,Petrol
576,City Hatchback,2023,F1-L2,Factory 1,Diesel
577,Compact SUV,2023,F2-L2,Factory 2,Petrol
578,Family SUV,2023,F3-L1,Factory 3,Petrol
579,Pickup Truck,2023,F3-L2,Factory 3,Diesel
580,Family SUV,2023,F3-L2,Factory 3,Hybrid
581,Compact Sedan,2023,F2-L1,Factory 2,Petrol
582,City Hatchback,2023,F1-L2,Factory 1,Hybrid
583,Compact SUV,2023,F2-L2,Factory 2,Petrol
584,Compact Sedan,2023,F2-L1,Factory 2,Diesel
585,Compact Sedan,2023,F2-L2,Factory 2,Petrol
586,Pickup Truck,2023,F3-L2,Factory 3,Diesel
587,Family SUV,2023,F3-L2,Factory 3,Diesel
588,Compact Sedan,2023,F2-L2,Factory 2,Hybrid
589,City Hatchback,2023,F1-L2,Factory 1,Diesel
590,Compact Sedan,2023,F2-L1,Factory 2,Petrol
591,Compact SUV,2023,F3-L1,Factory 3,Petrol
592,City Hatchback,2023,F1-L2,Factory 1,Petrol
593,Compact SUV,2023,F3-L1,Factory 3,Petrol
594,Compact Sedan,2023,F2-L2,Factory 2,Diesel
595,City Hatchback,2023,F1-L1,Factory 1,Hybrid
596,City Hatchback,2023,F1-L1,Factory 1,Petrol
597,Compact Sedan,2023,F2-L1,Factory 2,Petrol
598,Compact Sedan,2023,F2-L1,Factory 2,Hybrid
599,Family SUV,2023,F3-L2,Factory 3,Diesel
600,Compact SUV,2023,F3-L1,Factory 3,Hybrid
601,Compact SUV,2023,F3-L1,Factory 3,Petrol
602,Compact Sedan,2023,F2-L1,Factory 2,Diesel
603,Electric Crossover,2023,F1-L2,Factory 1,Electric
604,City Hatchback,2023,F1-L2,Factory 1,Hybrid
605,City Hatchback,2023,F1-L1,Factory 1,Petrol
606,Compact SUV,2023,F3-L1,Factory 3,Petrol
607,Family SUV,2023,F3-L1,Factory 3,Diesel
608,Compact Sedan,2023,F2-L2,Factory 2,Diesel
609,Family SUV,2023,F3-L1,Factory 3,Diesel
610,Electric Crossover,2023,F1-L2,Factory 1,Electric
611,Family SUV,2023,F3-L1,Factory 3,Petrol
612,Compact SUV,2023,F3-L1,Factory 3,Diesel
613,Compact SUV,2023,F3-L1,Factory 3,Diesel
614,Compact Sedan,2023,F2-L1,Factory 2,Diesel
615,Compact Sedan,2023,F2-L1,Factory 2,Diesel
616,Electric Crossover,2023,F1-L2,Factory 1,Electric
617,City Hatchback,2023,F1-L1,Factory 1,Petrol
618,Compact Sedan,2023,F2-L2,Factory 2,Diesel
619,Compact SUV,2023,F3-L1,Factory 3,Diesel
620,Compact SUV,2023,F3-L1,Factory 3,Petrol
621,Family SUV,2023,F3-L2,Factory 3,Diesel
622,Compact Sedan,2023,F2-L2,Factory 2,Diesel
623,Electric Crossover,2023,F1-L2,Factory 1,Electric
624,City Hatchback,2023,F1-L1,Factory 1,Petrol
625,Pickup Truck,2023,F3-L2,Factory 3,Diesel
626,Pickup Truck,2023,F3-L2,Factory 3,Diesel
627,Compact SUV,2023,F2-L2,Factory 2,Diesel
628,Compact Sedan,2023,F2-L1,Factory 2,Petrol
629,Compact Sedan,2023,F2-L1,Factory 2,Petrol
630,Compact SUV,2023,F3-L1,Factory 3,Diesel
631,Family SUV,2023,F3-L2,Factory 3,Diesel
632,Compact SUV,2023,F3-L1,Factory 3,Diesel
633,Compact Sedan,2023,F2-L1,Factory 2,Diesel
634,Compact Sedan,2023,F2-L1,Factory 2,Petrol
635,Family SUV,2023,F3-L2,Factory 3,Diesel
636,Compact SUV,2023,F3-L1,Factory 3,Diesel
637,Compact SUV,2023,F3-L1,Factory 3,Petrol
638,Electric Crossover,2023,F1-L2,Factory 1,Electric
639,City Hatchback,2023,F1-L1,Factory 1,Hybrid
640,Compact SUV,2023,F2-L2,Factory 2,Petrol
641,Compact SUV,2023,F2-L2,Factory 2,Diesel
642,City Hatchback,2023,F1-L1,Factory 1,Petrol
643,Compact Sedan,2023,F2-L2,Factory 2,Diesel
644,Family SUV,2023,F3-L2,Factory 3,Petrol
645,Compact SUV,2023,F2-L2,Factory 2,Petrol
646,Pickup Truck,2023,F3-L2,Factory 3,Diesel
647,Pickup Truck,2023,F3-L2,Factory 3,Diesel
648,Compact Sedan,2023,F2-L2,Factory 2,Diesel
649,Family SUV,2023,F3-L2,Factory 3,Hybrid
650,City Hatchback,2023,F1-L2,Factory 1,Petrol
651,Compact Sedan,2023,F2-L2,Factory 2,Petrol
652,City Hatchback,2023,F1-L1,Factory 1,Petrol
653,Compact Sedan,2023,F2-L2,Factory 2,Diesel
654,Family SUV,2023,F3-L2,Factory 3,Diesel
655,Compact SUV,2023,F3-L1,Factory 3,Petrol
656,Compact SUV,2023,F2-L2,Factory 2,Diesel
657,City Hatchback,2023,F1-L2,Factory 1,Petrol
658,City Hatchback,2023,F1-L2,Factory 1,Petrol
659,Compact SUV,2023,F2-L2,Factory 2,Diesel
660,Compact SUV,2023,F2-L2,Factory 2,Petrol
661,Family SUV,2023,F3-L2,Factory 3,Hybrid
662,Compact Sedan,2023,F2-L2,Factory 2,Petrol
663,Compact SUV,2023,F2-L2,Factory 2,Hybrid
664,Electric Crossover,2023,F1-L2,Factory 1,Electric
665,Family SUV,2023,F3-L1,Factory 3,Petrol
666,Compact Sedan,2023,F2-L2,Factory 2,Petrol
667,Compact SUV,2023,F2-L2,Factory 2,Petrol
668,Compact Sedan,2023,F2-L2,Factory 2,Petrol
669,Compact SUV,2023,F3-L1,Factory 3,Hybrid
670,City Hatchback,2023,F1-L2,Factory 1,Hybrid
671,City Hatchback,2023,F1-L2,Factory 1,Petrol
672,Family SUV,2023,F3-L1,Factory 3,Diesel
673,Electric Crossover,2023,F1-L2,Factory 1,Electric
674,Family SUV,2023,F3-L2,Factory 3,Diesel
675,Compact SUV,2023,F3-L1,Factory 3,Petrol
676,Electric Crossover,2023,F1-L2,Factory 1,Electric
677,Pickup Truck,2023,F3-L2,Factory 3,Diesel
678,Family SUV,2023,F3-L2,Factory 3,Diesel
679,Compact Sedan,2023,F2-L2,Factory 2,Hybrid
680,Compact Sedan,2023,F2-L2,Factory 2,Diesel
681,Compact SUV,2023,F3-L1,Factory 3,Petrol
682,Electric Crossover,2023,F1-L2,Factory 1,Electric
683,City Hatchback,2023,F1-L2,Factory 1,Petrol
684,Compact SUV,2023,F3-L1,Factory 3,Hybrid
685,Compact Sedan,2023,F2-L2,Factory 2,Petrol
686,Family SUV,2023,F3-L2,Factory 3,Hybrid
687,Electric Crossover,2023,F1-L2,Factory 1,Electric
688,Compact Sedan,2023,F2-L2,Factory 2,Petrol
689,Compact SUV,2023,F2-L2,Factory 2,Petrol
690,Family SUV,2023,F3-L2,Factory 3,Diesel
691,Compact SUV,2023,F3-L1,Factory 3,Hybrid
692,Compact SUV,2023,F3-L1,Factory 3,Petrol
693,Electric Crossover,2023,F1-L2,Factory 1,Electric
694,City Hatchback,2023,F1-L2,Factory 1,Petrol
695,Compact SUV,2023,F2-L2,Factory 2,Hybrid
696,Compact SUV,2023,F2-L2,Factory 2,Hybrid
697,Pickup Truck,2023,F3-L2,Factory 3,Diesel
698,Electric Crossover,2023,F1-L2,Factory 1,Electric
699,Compact Sedan,2023,F2-L1,Factory 2,Petrol
700,Compact SUV,2023,F3-L1,Factory 3,Diesel
701,Family SUV,2023,F3-L1,Factory 3,Diesel
702,City Hatchback,2023,F1-L1,Factory 1,Petrol
703,Compact Sedan,2023,F2-L2,Factory 2,Petrol
704,City Hatchback,2023,F1-L1,Factory 1,Petrol
705,City Hatchback,2023,F1-L2,Factory 1,Petrol
706,Compact SUV,2023,F3-L1,Factory 3,Petrol
707,City Hatchback,2023,F1-L2,Factory 1,Hybrid
708,Compact SUV,2023,F3-L1,Factory 3,Diesel
709,Compact Sedan,2023,F2-L1,Factory 2,Petrol
710,Pickup Truck,2023,F3-L2,Factory 3,Diesel
711,Compact SUV,2023,F3-L1,Factory 3,Petrol
712,City Hatchback,2023,F1-L2,Factory 1,Hybrid
713,City Hatchback,2023,F1-L2,Factory 1,Petrol
714,Pickup Truck,2023,F3-L2,Factory 3,Diesel
715,City Hatchback,2023,F1-L2,Factory 1,Diesel
716,Family SUV,2023,F3-L1,Factory 3,Diesel
717,City Hatchback,2023,F1-L1,Factory 1,Petrol
718,Pickup Truck,2023,F3-L2,Factory 3,Diesel
719,Compact SUV,2023,F3-L1,Factory 3,Hybrid
720,City Hatchback,2023,F1-L1,Factory 1,Petrol
721,Pickup Truck,2023,F3-L2,Factory 3,Diesel
722,Family SUV,2023,F3-L1,Factory 3,Diesel
723,Compact SUV,2023,F3-L1,Factory 3,Diesel
724,Compact SUV,2023,F2-L2,Factory 2,Diesel
725,City Hatchback,2023,F1-L1,Factory 1,Petrol
726,Compact SUV,2023,F2-L2,Factory 2,Petrol
727,Compact SUV,2023,F3-L1,Factory 3,Petrol
728,Compact Sedan,2023,F2-L1,Factory 2,Petrol
729,Family SUV,2023,F3-L1,Factory 3,Diesel
730,City Hatchback,2023,F1-L1,Factory 1,Hybrid
731,Compact SUV,2023,F2-L2,Factory 2,Petrol
732,Compact SUV,2023,F3-L1,Factory 3,Hybrid
733,City Hatchback,2023,F1-L2,Factory 1,Petrol
734,Pickup Truck,2023,F3-L2,Factory 3,Petrol
735,Compact Sedan,2023,F2-L1,Factory 2,Petrol
736,Compact SUV,2023,F3-L1,Factory 3,Diesel
737,Electric Crossover,2023,F1-L2,Factory 1,Electric
738,Compact SUV,2023,F3-L1,Factory 3,Diesel
739,Compact Sedan,2023,F2-L1,Factory 2,Petrol
740,City Hatchback,2023,F1-L2,Factory 1,Petrol
741,Compact Sedan,2023,F2-L1,Factory 2,Hybrid
742,Electric Crossover,2023,F1-L2,Factory 1,Electric
743,Compact Sedan,2023,F2-L2,Factory 2,Hybrid
744,Family SUV,2023,F3-L2,Factory 3,Petrol
745,Pickup Truck,2023,F3-L2,Factory 3,Diesel
746,Compact SUV,2023,F2-L2,Factory 2,Hybrid
747,Pickup Truck,2023,F3-L2,Factory 3,Diesel
748,City Hatchback,2023,F1-L1,Factory 1,Petrol
749,Compact Sedan,2023,F2-L2,Factory 2,Diesel
750,Compact SUV,2023,F3-L1,Factory 3,Diesel
751,Electric Crossover,2023,F1-L2,Factory 1,Electric
752,City Hatchback,2023,F1-L2,Factory 1,Petrol
753,Compact SUV,2023,F2-L2,Factory 2,Petrol
754,Compact Sedan,2023,F2-L2,Factory 2,Petrol
755,Compact SUV,2023,F3-L1,Factory 3,Hybrid
756,Compact Sedan,2023,F2-L2,Factory 2,Petrol
757,Compact Sedan,2023,F2-L1,Factory 2,Petrol
758,City Hatchback,2023,F1-L2,Factory 1,Petrol
759,Family SUV,2023,F3-L1,Factory 3,Diesel
760,City Hatchback,2023,F1-L1,Factory 1,Petrol
761,Compact Sedan,2023,F2-L1,Factory 2,Diesel
762,Compact Sedan,2023,F2-L2,Factory 2,Hybrid
763,Compact SUV,2023,F2-L2,Factory 2,Hybrid
764,Compact Sedan,2023,F2-L2,Factory 2,Petrol
765,City Hatchback,2023,F1-L2,Factory 1,Petrol
766,Compact Sedan,2023,F2-L2,Factory 2,Petrol
767,Compact Sedan,2023,F2-L2,Factory 2,Petrol
768,Compact SUV,2023,F2-L2,Factory 2,Petrol
769,Compact Sedan,2023,F2-L1,Factory 2,Petrol
770,Electric Crossover,2023,F1-L2,Factory 1,Electric
771,Compact SUV,2023,F3-L1,Factory 3,Diesel
772,Compact Sedan,2023,F2-L1,Factory 2,Diesel
773,Compact SUV,2023,F2-L2,Factory 2,Diesel
774,Pickup Truck,2023,F3-L2,Factory 3,Petrol
775,City Hatchback,2023,F1-L1,Factory 1,Petrol
776,City Hatchback,2023,F1-L1,Factory 1,Diesel
777,Compact SUV,2023,F2-L2,Factory 2,Hybrid
778,Compact SUV,2023,F3-L1,Factory 3,Petrol
779,Compact SUV,2023,F3-L1,Factory 3,Petrol
780,Compact SUV,2023,F3-L1,Factory 3,Diesel
781,City Hatchback,2023,F1-L2,Factory 1,Petrol
782,Pickup Truck,2023,F3-L2,Factory 3,Diesel
783,City Hatchback,2023,F1-L1,Factory 1,Petrol
784,City Hatchback,2023,F1-L1,Factory 1,Petrol
785,Pickup Truck,2023,F3-L2,Factory 3,Diesel
786,Family SUV,2023,F3-L2,Factory 3,Hybrid
787,Compact SUV,2023,F3-L1,Factory 3,Petrol
788,Family SUV,2023,F3-L2,Factory 3,Diesel
789,Compact Sedan,2023,F2-L2,Factory 2,Diesel
790,City Hatchback,2023,F1-L1,Factory 1,Hybrid
791,Pickup Truck,2023,F3-L2,Factory 3,Diesel
792,Electric Crossover,2023,F1-L2,Factory 1,Electric
793,City Hatchback,2023,F1-L2,Factory 1,Petrol
794,Compact Sedan,2023,F2-L2,Factory 2,Petrol
795,Compact Sedan,2023,F2-L1,Factory 2,Petrol
796,Electric Crossover,2023,F1-L2,Factory 1,Electric
797,Compact SUV,2023,F3-L1,Factory 3,Hybrid
798,Pickup Truck,2023,F3-L2,Factory 3,Diesel
799,Electric Crossover,2023,F1-L2,Factory 1,Electric
800,Compact Sedan,2023,F2-L2,Factory 2,Diesel
801,Electric Crossover,2023,F1-L2,Factory 1,Electric
802,Compact SUV,2023,F3-L1,Factory 3,Hybrid
803,Compact SUV,2023,F2-L2,Factory 2,Diesel
804,Family SUV,2023,F3-L1,Factory 3,Diesel
805,Compact SUV,2023,F3-L1,Factory 3,Diesel
806,Family SUV,2023,F3-L1,Factory 3,Petrol
807,Compact SUV,2023,F2-L2,Factory 2,Diesel
808,Electric Crossover,2023,F1-L2,Factory 1,Electric
809,City Hatchback,2023,F1-L2,Factory 1,Petrol
810,City Hatchback,2023,F1-L1,Factory 1,Petrol
811,Compact Sedan,2023,F2-L1,Factory 2,Petrol
812,Electric Crossover,2023,F1-L2,Factory 1,Electric
813,Compact SUV,2023,F2-L2,Factory 2,Hybrid
814,Family SUV,2023,F3-L1,Factory 3,Petrol
815,Compact SUV,2023,F3-L1,Factory 3,Petrol
816,Compact Sedan,2023,F2-L2,Factory 2,Diesel
817,Pickup Truck,2023,F3-L2,Factory 3,Diesel
818,City Hatchback,2023,F1-L1,Factory 1,Petrol
819,Pickup Truck,2023,F3-L2,Factory 3,Diesel
820,Family SUV,2023,F3-L1,Factory 3,Diesel
821,City Hatchback,2023,F1-L2,Factory 1,Diesel
822,City Hatchback,2023,F1-L2,Factory 1,Diesel
823,City Hatchback,2023,F1-L1,Factory 1,Petrol
824,Compact SUV,2023,F2-L2,Factory 2,Petrol
825,City Hatchback,2023,F1-L1,Factory 1,Diesel
826,Compact SUV,2023,F3-L1,Factory 3,Hybrid
827,City Hatchback,2023,F1-L2,Factory 1,Hybrid
828,Pickup Truck,2023,F3-L2,Factory 3,Diesel
829,Family SUV,2023,F3-L1,Factory 3,Diesel
830,Electric Crossover,2023,F1-L2,Factory 1,Electric
831,Pickup Truck,2023,F3-L2,Factory 3,Diesel
832,City Hatchback,2023,F1-L2,Factory 1,Petrol
833,City Hatchback,2023,F1-L1,Factory 1,Diesel
834,City Hatchback,2023,F1-L2,Factory 1,Petrol
835,Pickup Truck,2023,F3-L2,Factory 3,Diesel
836,City Hatchback,2023,F1-L1,Factory 1,Petrol
837,Compact Sedan,2023,F2-L1,Factory 2,Petrol
838,Electric Crossover,2023,F1-L2,Factory 1,Electric
839,Compact SUV,2023,F3-L1,Factory 3,Petrol
840,Compact SUV,2023,F2-L2,Factory 2,Petrol
841,Family SUV,2023,F3-L2,Factory 3,Petrol
842,Compact SUV,2023,F2-L2,Factory 2,Diesel
843,Family SUV,2023,F3-L2,Factory 3,Petrol
844,Compact SUV,2023,F3-L1,Factory 3,Petrol
845,Family SUV,2023,F3-L1,Factory 3,Petrol
846,Compact Sedan,2023,F2-L2,Factory 2,Petrol
847,Compact Sedan,2023,F2-L1,Factory 2,Diesel
848,Compact SUV,2023,F2-L2,Factory 2,Diesel
849,Compact SUV,2023,F3-L1,Factory 3,Diesel
850,Family SUV,2023,F3-L1,Factory 3,Hybrid
851,Pickup Truck,2023,F3-L2,Factory 3,Diesel
852,Compact SUV,2023,F2-L2,Factory 2,Petrol
853,Compact SUV,2023,F2-L2,Factory 2,Hybrid
854,City Hatchback,2023,F1-L2,Factory 1,Petrol
855,Compact Sedan,2023,F2-L2,Factory 2,Petrol
856,Compact Sedan,2023,F2-L1,Factory 2,Petrol
857,Compact SUV,2023,F2-L2,Factory 2,Hybrid
858,Pickup Truck,2023,F3-L2,Factory 3,Petrol
859,Compact SUV,2023,F3-L1,Factory 3,Petrol
860,City Hatchback,2023,F1-L1,Factory 1,Petrol
861,Compact Sedan,2023,F2-L1,Factory 2,Diesel
862,City Hatchback,2023,F1-L1,Factory 1,Petrol
863,City Hatchback,2023,F1-L1,Factory 1,Diesel
864,Electric Crossover,2023,F1-L2,Factory 1,Electric
865,Compact SUV,2023,F2-L2,Factory 2,Diesel
866,City Hatchback,2023,F1-L2,Factory 1,Hybrid
867,Compact Sedan,2023,F2-L2,Factory 2,Hybrid
868,Compact Sedan,2023,F2-L1,Factory 2,Diesel
869,Electric Crossover,2023,F1-L2,Factory 1,Electric
870,Compact SUV,2023,F2-L2,Factory 2,Petrol
871,Electric Crossover,2023,F1-L2,Factory 1,Electric
872,City Hatchback,2023,F1-L1,Factory 1,Hybrid
873,Family SUV,2023,F3-L1,Factory 3,Diesel
874,Compact SUV,2023,F2-L2,Factory 2,Diesel
875,Compact Sedan,2023,F2-L1,Factory 2,Petrol
876,Family SUV,2023,F3-L1,Factory 3,Diesel
877,Compact SUV,2023,F3-L1,Factory 3,Petrol
878,Family SUV,2023,F3-L2,Factory 3,Diesel
879,Electric Crossover,2023,F1-L2,Factory 1,Electric
880,Compact SUV,2023,F3-L1,Factory 3,Petrol
881,Compact Sedan,2023,F2-L2,Factory 2,Diesel
882,Compact Sedan,2023,F2-L1,Factory 2,Diesel
883,Compact SUV,2023,F2-L2,Factory 2,Hybrid
884,Compact Sedan,2023,F2-L1,Factory 2,Petrol
885,Family SUV,2023,F3-L2,Factory 3,Diesel
886,Compact Sedan,2023,F2-L2,Factory 2,Diesel
887,City Hatchback,2023,F1-L1,Factory 1,Petrol
888,Family SUV,2023,F3-L2,Factory 3,Hybrid
889,Family SUV,2023,F3-L2,Factory 3,Hybrid
890,Compact SUV,2023,F3-L1,Factory 3,Hybrid
891,Family SUV,2023,F3-L2,Factory 3,Petrol
892,Electric Crossover,2024,F1-L2,Factory 1,Electric
893,Pickup Truck,2024,F3-L2,Factory 3,Diesel
894,Compact SUV,2024,F3-L1,Factory 3,Petrol
895,Compact SUV,2024,F2-L2,Factory 2,Diesel
896,Compact SUV,2024,F3-L1,Factory 3,Diesel
897,Compact Sedan,2024,F2-L2,Factory 2,Diesel
898,Electric Crossover,2024,F1-L2,Factory 1,Electric
899,Compact SUV,2024,F2-L2,Factory 2,Petrol
900,Compact SUV,2024,F2-L2,Factory 2,Petrol
901,City Hatchback,2024,F1-L2,Factory 1,Petrol
902,Compact Sedan,2024,F2-L2,Factory 2,Petrol
903,Compact SUV,2024,F2-L2,Factory 2,Diesel
904,Compact SUV,2024,F3-L1,Factory 3,Hybrid
905,City Hatchback,2024,F1-L1,Factory 1,Petrol
906,Compact Sedan,2024,F2-L1,Factory 2,Petrol
907,Compact Sedan,2024,F2-L1,Factory 2,Diesel
908,Family SUV,2024,F3-L2,Factory 3,Diesel
909,City Hatchback,2024,F1-L1,Factory 1,Petrol
910,Compact SUV,2024,F2-L2,Factory 2,Diesel
911,Family SUV,2024,F3-L1,Factory 3,Petrol
912,Family SUV,2024,F3-L1,Factory 3,Petrol
913,City Hatchback,2024,F1-L1,Factory 1,Hybrid
914,Family SUV,2024,F3-L1,Factory 3,Hybrid
915,City Hatchback,2024,F1-L1,Factory 1,Hybrid
916,Family SUV,2024,F3-L2,Factory 3,Hybrid
917,Family SUV,2024,F3-L1,Factory 3,Diesel
918,Electric Crossover,2024,F1-L2,Factory 1,Electric
919,Compact Sedan,2024,F2-L1,Factory 2,Petrol
920,Compact Sedan,2024,F2-L2,Factory 2,Hybrid
921,Electric Crossover,2024,F1-L2,Factory 1,Electric
922,Compact Sedan,2024,F2-L2,Factory 2,Petrol
923,City Hatchback,2024,F1-L2,Factory 1,Petrol
924,Compact Sedan,2024,F2-L2,Factory 2,Petrol
925,City Hatchback,2024,F1-L2,Factory 1,Petrol
926,Electric Crossover,2024,F1-L2,Factory 1,Electric
927,Compact Sedan,2024,F2-L1,Factory 2,Hybrid
928,Compact Sedan,2024,F2-L2,Factory 2,Petrol
929,Electric Crossover,2024,F1-L2,Factory 1,Electric
930,Compact SUV,2024,F3-L1,Factory 3,Petrol
931,Compact Sedan,2024,F2-L1,Factory 2,Petrol
932,Compact SUV,2024,F2-L2,Factory 2,Petrol
933,City Hatchback,2024,F1-L2,Factory 1,Hybrid
934,Compact SUV,2024,F3-L1,Factory 3,Diesel
935,City Hatchback,2024,F1-L1,Factory 1,Petrol
936,Compact Sedan,2024,F2-L1,Factory 2,Petrol
937,Compact SUV,2024,F2-L2,Factory 2,Hybrid
938,Compact SUV,2024,F2-L2,Factory 2,Petrol
939,Compact Sedan,2024,F2-L2,Factory 2,Petrol
940,Compact SUV,2024,F2-L2,Factory 2,Diesel
941,Compact Sedan,2024,F2-L2,Factory 2,Petrol
942,Family SUV,2024,F3-L2,Factory 3,Petrol
943,Compact SUV,2024,F2-L2,Factory 2,Petrol
944,Electric Crossover,2024,F1-L2,Factory 1,Electric
945,Compact SUV,2024,F3-L1,Factory 3,Petrol
946,City Hatchback,2024,F1-L1,Factory 1,Petrol
947,City Hatchback,2024,F1-L1,Factory 1,Diesel
948,Compact SUV,2024,F3-L1,Factory 3,Hybrid
949,Compact SUV,2024,F3-L1,Factory 3,Hybrid
950,City Hatchback,2024,F1-L2,Factory 1,Diesel
951,Family SUV,2024,F3-L1,Factory 3,Diesel
952,City Hatchback,2024,F1-L2,Factory 1,Petrol
953,City Hatchback,2024,F1-L1,Factory 1,Petrol
